timestamp,vehicleType,brand,colorLabel,colorHex
2026-05-20T03:57:53.879Z,รถยนต์นั่งบุคคล,Mazda,ชมพู,#FFB6C1
2026-05-20T03:58:53.879Z,รถยนต์ปิคอัพ,Nissan,เขียวอ่อน,#90EE90
2026-05-20T03:59:53.879Z,รถยนต์นั่งบุคคล,Nissan,เหลือง-เขียว,#FFE600
2026-05-20T04:00:53.879Z,รถยนต์นั่งบุคคล,Toyota,แดงเลือดหมู,#800000
2026-05-20T04:01:53.879Z,รถยนต์ปิคอัพ,Honda,เหลือง-เขียว,#FFE600
2026-05-20T04:02:53.879Z,รถจักรยานยนต์,Nissan,เหลืองเขียว,#B4D732
2026-05-20T04:03:53.879Z,รถยนต์ปิคอัพ,Toyota,เขียว,#008000
2026-05-20T04:04:53.879Z,รถจักรยานยนต์,Isuzu,เขียว,#008000
2026-05-20T04:05:53.879Z,รถยนต์ปิคอัพ,Mitsubishi,เหลือง-เขียว,#FFE600
2026-05-20T04:06:53.879Z,รถยนต์ปิคอัพ,Mitsubishi,แดง,#DC143C
2026-05-20T04:07:53.879Z,รถยนต์นั่งบุคคล,Mitsubishi,ทอง,#D4AF37
2026-05-20T04:08:53.879Z,รถจักรยานยนต์,Toyota,เทาเข้ม,#36454F
2026-05-20T04:09:53.879Z,รถบรรทุก,Honda,บรอนซ์ทอง,#AF8E3F
2026-05-20T04:10:53.879Z,รถยนต์นั่งบุคคล,Honda,เขียวขี้ม้า,#6B8E23
2026-05-20T04:11:53.879Z,รถยนต์นั่งบุคคล,Honda,แดงเลือดหมู,#800000
2026-05-20T04:12:53.879Z,รถยนต์ปิคอัพ,Mazda,แดงเลือดหมู,#800000
2026-05-20T04:13:53.879Z,รถยนต์ปิคอัพ,Honda,ชมพู,#FFB6C1
2026-05-20T04:14:53.879Z,รถยนต์ปิคอัพ,Mitsubishi,เทาเข้ม,#36454F
2026-05-20T04:15:53.879Z,รถจักรยานยนต์,Honda,น้ำเงิน,#000080
2026-05-20T04:16:53.879Z,รถยนต์นั่งบุคคล,Isuzu,เงิน,#C0C0C0
2026-05-20T04:17:53.879Z,รถบรรทุก,Nissan,บรอนซ์เทา,#82786C
2026-05-20T04:18:53.879Z,รถยนต์นั่งบุคคล,Mazda,ส้ม,#FF8C00
2026-05-20T04:19:53.879Z,รถจักรยานยนต์,Nissan,ขาว,#FFFFFF
2026-05-20T04:20:53.879Z,รถตู้,Nissan,น้ำเงิน,#000080
2026-05-20T04:21:53.879Z,รถยนต์นั่งบุคคล,Nissan,เงิน,#C0C0C0
2026-05-20T04:22:53.879Z,รถตู้,Toyota,เขียวขี้ม้า,#6B8E23
2026-05-20T04:23:53.879Z,รถบรรทุก,Nissan,น้ำเงิน,#000080
2026-05-20T04:24:53.879Z,รถตู้,Toyota,แดง,#DC143C
2026-05-20T04:25:53.879Z,รถบรรทุก,Isuzu,เงิน,#C0C0C0
2026-05-20T04:26:53.879Z,รถยนต์ปิคอัพ,Honda,ชมพู,#FFB6C1
2026-05-20T04:27:53.879Z,รถยนต์นั่งบุคคล,Toyota,เหลืองเขียว,#B4D732
2026-05-20T04:28:53.879Z,รถยนต์ปิคอัพ,Nissan,แดง-ขาว,#DC143C
2026-05-20T04:29:53.879Z,รถบรรทุก,Honda,เทาเข้ม,#36454F
2026-05-20T04:30:53.879Z,รถยนต์นั่งบุคคล,Mazda,เขียวเข้ม,#006400
2026-05-20T04:31:53.879Z,รถจักรยานยนต์,Toyota,บรอนซ์,#8C7853
2026-05-20T04:32:53.879Z,รถจักรยานยนต์,Mitsubishi,ดำ,#000000
2026-05-20T04:33:53.879Z,รถยนต์นั่งบุคคล,Honda,แดง,#DC143C
2026-05-20T04:34:53.879Z,รถยนต์ปิคอัพ,Isuzu,ฟ้า,#87CEEB
2026-05-20T04:35:53.879Z,รถยนต์ปิคอัพ,Isuzu,ทอง,#D4AF37
2026-05-20T04:36:53.879Z,รถบรรทุก,Mazda,เทา,#808080
2026-05-20T04:37:53.879Z,รถยนต์นั่งบุคคล,Nissan,ชมพู,#FFB6C1
2026-05-20T04:38:53.879Z,รถยนต์ปิคอัพ,Mazda,เหลืองเขียว,#B4D732
2026-05-20T04:39:53.879Z,รถยนต์ปิคอัพ,Isuzu,ชมพู,#FFB6C1
2026-05-20T04:40:53.879Z,รถจักรยานยนต์,Isuzu,น้ำเงิน,#000080
2026-05-20T04:41:53.879Z,รถบรรทุก,Isuzu,ฟ้า-ขาว,#87CEEB
2026-05-20T04:42:53.879Z,รถตู้,Isuzu,บรอนซ์ทอง,#AF8E3F
2026-05-20T04:43:53.879Z,รถยนต์ปิคอัพ,Nissan,ชมพู,#FFB6C1
2026-05-20T04:44:53.879Z,รถบรรทุก,Isuzu,บรอนซ์ทอง,#AF8E3F
2026-05-20T04:45:53.879Z,รถยนต์นั่งบุคคล,Mazda,บรอนซ์,#8C7853
2026-05-20T04:46:53.879Z,รถบรรทุก,Mazda,ชมพู,#FFB6C1
2026-05-20T04:47:53.879Z,รถยนต์ปิคอัพ,Nissan,เงิน,#C0C0C0
2026-05-20T04:48:53.879Z,รถบรรทุก,Honda,แดง,#DC143C
2026-05-20T04:49:53.879Z,รถตู้,Nissan,บรอนซ์ทอง,#AF8E3F
2026-05-20T04:50:53.879Z,รถยนต์นั่งบุคคล,Nissan,ทอง,#D4AF37
2026-05-20T04:51:53.879Z,รถบรรทุก,Isuzu,ส้ม,#FF8C00
2026-05-20T04:52:53.879Z,รถยนต์นั่งบุคคล,Mazda,แดง,#DC143C
2026-05-20T04:53:53.879Z,รถตู้,Mitsubishi,ชมพู,#FFB6C1
2026-05-20T04:54:53.879Z,รถยนต์นั่งบุคคล,Toyota,ขาว,#FFFFFF
2026-05-20T04:55:53.879Z,รถยนต์นั่งบุคคล,Isuzu,แดง-ขาว,#DC143C
2026-05-20T04:56:53.879Z,รถยนต์นั่งบุคคล,Mazda,เขียวอ่อน,#90EE90
2026-05-20T04:57:53.879Z,รถยนต์ปิคอัพ,Mazda,เทา,#808080
2026-05-20T04:58:53.879Z,รถยนต์นั่งบุคคล,Mazda,ส้ม,#FF8C00
2026-05-20T04:59:53.879Z,รถจักรยานยนต์,Mazda,บรอนซ์เงิน,#A9A39A
2026-05-20T05:00:53.879Z,รถยนต์นั่งบุคคล,Mitsubishi,ชมพู,#FFB6C1
2026-05-20T05:01:53.879Z,รถยนต์ปิคอัพ,Mitsubishi,เขียวเมทัลลิค,#4A7C6F
2026-05-20T05:02:53.879Z,รถตู้,Mitsubishi,เหลือง,#FFE600
2026-05-20T05:03:53.879Z,รถจักรยานยนต์,Honda,เขียว,#008000
2026-05-20T05:04:53.879Z,รถบรรทุก,Isuzu,เหลือง-เขียว,#FFE600
2026-05-20T05:05:53.879Z,รถบรรทุก,Mazda,เหลือง,#FFE600
2026-05-20T05:06:53.879Z,รถยนต์นั่งบุคคล,Isuzu,แดง-ขาว,#DC143C
2026-05-20T05:07:53.879Z,รถยนต์นั่งบุคคล,Isuzu,เขียวขี้ม้า,#6B8E23
2026-05-20T05:08:53.879Z,รถบรรทุก,Isuzu,บรอนซ์เทา,#82786C
2026-05-20T05:09:53.879Z,รถจักรยานยนต์,Mitsubishi,น้ำเงิน,#000080
2026-05-20T05:10:53.879Z,รถยนต์นั่งบุคคล,Honda,เขียวขี้ม้า,#6B8E23
2026-05-20T05:11:53.879Z,รถตู้,Mazda,ฟ้า-ขาว,#87CEEB
2026-05-20T05:12:53.879Z,รถจักรยานยนต์,Nissan,เทาฟ้า,#708090
2026-05-20T05:13:53.879Z,รถบรรทุก,Honda,บรอนซ์เทา,#82786C
2026-05-20T05:14:53.879Z,รถจักรยานยนต์,Honda,ขาว,#FFFFFF
2026-05-20T05:15:53.879Z,รถจักรยานยนต์,Mazda,เทาฟ้า,#708090
2026-05-20T05:16:53.879Z,รถบรรทุก,Nissan,ฟ้า,#87CEEB
2026-05-20T05:17:53.879Z,รถบรรทุก,Mitsubishi,เขียวเมทัลลิค,#4A7C6F
2026-05-20T05:18:53.879Z,รถบรรทุก,Mitsubishi,บรอนซ์ทอง,#AF8E3F
2026-05-20T05:19:53.879Z,รถยนต์นั่งบุคคล,Honda,ขาว,#FFFFFF
2026-05-20T05:20:53.879Z,รถบรรทุก,Mitsubishi,น้ำเงิน,#000080
2026-05-20T05:21:53.879Z,รถตู้,Honda,บรอนซ์เทา,#82786C
2026-05-20T05:22:53.879Z,รถยนต์นั่งบุคคล,Mazda,เขียวขี้ม้า,#6B8E23
2026-05-20T05:23:53.879Z,รถบรรทุก,Nissan,บรอนซ์เทา,#82786C
2026-05-20T05:24:53.879Z,รถยนต์ปิคอัพ,Isuzu,บรอนซ์ทอง,#AF8E3F
2026-05-20T05:25:53.879Z,รถจักรยานยนต์,Nissan,บรอนซ์เทา,#82786C
2026-05-20T05:26:53.879Z,รถจักรยานยนต์,Mitsubishi,น้ำเงิน,#000080
2026-05-20T05:27:53.879Z,รถยนต์ปิคอัพ,Honda,น้ำเงิน,#000080
2026-05-20T05:28:53.879Z,รถยนต์ปิคอัพ,Nissan,เขียว,#008000
2026-05-20T05:29:53.879Z,รถจักรยานยนต์,Isuzu,บรอนซ์เงิน,#A9A39A
2026-05-20T05:30:53.879Z,รถตู้,Nissan,เงิน,#C0C0C0
2026-05-20T05:31:53.879Z,รถจักรยานยนต์,Mitsubishi,เทาเข้ม,#36454F
2026-05-20T05:32:53.879Z,รถตู้,Nissan,ฟ้า,#87CEEB
2026-05-20T05:33:53.879Z,รถจักรยานยนต์,Mazda,เขียวขี้ม้า,#6B8E23
2026-05-20T05:34:53.879Z,รถจักรยานยนต์,Mitsubishi,บรอนซ์เทา,#82786C
2026-05-20T05:35:53.879Z,รถตู้,Honda,ขาว,#FFFFFF
2026-05-20T05:36:53.879Z,รถจักรยานยนต์,Mazda,เทา,#808080
2026-05-20T05:37:53.879Z,รถยนต์นั่งบุคคล,Mitsubishi,เทาเข้ม,#36454F
2026-05-20T05:38:53.879Z,รถบรรทุก,Toyota,เหลืองเขียว,#B4D732
2026-05-20T05:39:53.879Z,รถตู้,Mitsubishi,ส้ม,#FF8C00
2026-05-20T05:40:53.879Z,รถยนต์ปิคอัพ,Toyota,เขียวเมทัลลิค,#4A7C6F
2026-05-20T05:41:53.879Z,รถตู้,Mitsubishi,ขาว,#FFFFFF
2026-05-20T05:42:53.879Z,รถจักรยานยนต์,Honda,ฟ้า-ขาว,#87CEEB
2026-05-20T05:43:53.879Z,รถยนต์นั่งบุคคล,Mitsubishi,ฟ้า-ขาว,#87CEEB
2026-05-20T05:44:53.879Z,รถยนต์ปิคอัพ,Honda,เขียวเมทัลลิค,#4A7C6F
2026-05-20T05:45:53.879Z,รถยนต์ปิคอัพ,Nissan,แดง-ขาว,#DC143C
2026-05-20T05:46:53.879Z,รถจักรยานยนต์,Honda,ฟ้า-ขาว,#87CEEB
2026-05-20T05:47:53.879Z,รถยนต์ปิคอัพ,Toyota,ชมพู,#FFB6C1
2026-05-20T05:48:53.879Z,รถบรรทุก,Mazda,ส้ม,#FF8C00
2026-05-20T05:49:53.879Z,รถยนต์ปิคอัพ,Nissan,บรอนซ์เทา,#82786C
2026-05-20T05:50:53.879Z,รถตู้,Isuzu,ดำ,#000000
2026-05-20T05:51:53.879Z,รถยนต์นั่งบุคคล,Honda,ส้ม,#FF8C00
2026-05-20T05:52:53.879Z,รถจักรยานยนต์,Mazda,เขียวเข้ม,#006400
2026-05-20T05:53:53.879Z,รถจักรยานยนต์,Mitsubishi,เขียวขี้ม้า,#6B8E23
2026-05-20T05:54:53.879Z,รถจักรยานยนต์,Mitsubishi,บรอนซ์ทอง,#AF8E3F
2026-05-20T05:55:53.879Z,รถจักรยานยนต์,Nissan,ฟ้า-ขาว,#87CEEB
2026-05-20T05:56:53.879Z,รถบรรทุก,Mazda,ขาว,#FFFFFF
2026-05-20T05:57:53.879Z,รถยนต์นั่งบุคคล,Toyota,ฟ้า,#87CEEB
2026-05-20T05:58:53.879Z,รถตู้,Nissan,เหลือง-เขียว,#FFE600
2026-05-20T05:59:53.879Z,รถยนต์ปิคอัพ,Isuzu,เหลือง,#FFE600
2026-05-20T06:00:53.879Z,รถบรรทุก,Honda,บรอนซ์,#8C7853
2026-05-20T06:01:53.879Z,รถบรรทุก,Isuzu,น้ำเงิน,#000080
2026-05-20T06:02:53.879Z,รถยนต์ปิคอัพ,Nissan,เขียวอ่อน,#90EE90
2026-05-20T06:03:53.879Z,รถบรรทุก,Mitsubishi,บรอนซ์ทอง,#AF8E3F
2026-05-20T06:04:53.879Z,รถยนต์ปิคอัพ,Isuzu,ส้ม,#FF8C00
2026-05-20T06:05:53.879Z,รถจักรยานยนต์,Toyota,แดง,#DC143C
2026-05-20T06:06:53.879Z,รถจักรยานยนต์,Honda,เหลือง,#FFE600
2026-05-20T06:07:53.879Z,รถจักรยานยนต์,Honda,ทอง,#D4AF37
2026-05-20T06:08:53.879Z,รถบรรทุก,Mazda,เหลือง,#FFE600
2026-05-20T06:09:53.879Z,รถจักรยานยนต์,Mazda,บรอนซ์,#8C7853
2026-05-20T06:10:53.879Z,รถยนต์ปิคอัพ,Toyota,เหลือง,#FFE600
2026-05-20T06:11:53.879Z,รถยนต์ปิคอัพ,Nissan,เทาฟ้า,#708090
2026-05-20T06:12:53.879Z,รถจักรยานยนต์,Honda,บรอนซ์ทอง,#AF8E3F
2026-05-20T06:13:53.879Z,รถยนต์ปิคอัพ,Mazda,ชมพู,#FFB6C1
2026-05-20T06:14:53.879Z,รถจักรยานยนต์,Mazda,ฟ้า-ขาว,#87CEEB
2026-05-20T06:15:53.879Z,รถตู้,Mazda,ขาว,#FFFFFF
2026-05-20T06:16:53.879Z,รถยนต์ปิคอัพ,Nissan,แดง,#DC143C
2026-05-20T06:17:53.879Z,รถตู้,Isuzu,ขาว,#FFFFFF
2026-05-20T06:18:53.879Z,รถบรรทุก,Nissan,ชมพู,#FFB6C1
2026-05-20T06:19:53.879Z,รถบรรทุก,Isuzu,เขียวเข้ม,#006400
2026-05-20T06:20:53.879Z,รถบรรทุก,Isuzu,เขียวอ่อน,#90EE90
2026-05-20T06:21:53.879Z,รถจักรยานยนต์,Toyota,ฟ้า-ขาว,#87CEEB
2026-05-20T06:22:53.879Z,รถยนต์ปิคอัพ,Toyota,เหลือง-เขียว,#FFE600
2026-05-20T06:23:53.879Z,รถตู้,Honda,ฟ้า-ขาว,#87CEEB
2026-05-20T06:24:53.879Z,รถบรรทุก,Mazda,เขียวขี้ม้า,#6B8E23
2026-05-20T06:25:53.879Z,รถจักรยานยนต์,Nissan,ทอง,#D4AF37
2026-05-20T06:26:53.879Z,รถตู้,Toyota,ขาว,#FFFFFF
2026-05-20T06:27:53.879Z,รถตู้,Mazda,บรอนซ์,#8C7853
2026-05-20T06:28:53.879Z,รถยนต์ปิคอัพ,Isuzu,แดง-ขาว,#DC143C
2026-05-20T06:29:53.879Z,รถตู้,Mitsubishi,เหลือง,#FFE600
2026-05-20T06:30:53.879Z,รถจักรยานยนต์,Honda,เทา,#808080
2026-05-20T06:31:53.879Z,รถยนต์นั่งบุคคล,Mazda,ขาว,#FFFFFF
2026-05-20T06:32:53.879Z,รถบรรทุก,Honda,เขียวเข้ม,#006400
2026-05-20T06:33:53.879Z,รถยนต์นั่งบุคคล,Isuzu,เทาฟ้า,#708090
2026-05-20T06:34:53.879Z,รถบรรทุก,Mazda,เหลือง,#FFE600
2026-05-20T06:35:53.879Z,รถตู้,Isuzu,บรอนซ์เงิน,#A9A39A
2026-05-20T06:36:53.879Z,รถยนต์นั่งบุคคล,Honda,เหลืองเขียว,#B4D732
2026-05-20T06:37:53.879Z,รถจักรยานยนต์,Toyota,ทอง,#D4AF37
2026-05-20T06:38:53.879Z,รถยนต์นั่งบุคคล,Mitsubishi,เหลือง,#FFE600
2026-05-20T06:39:53.879Z,รถยนต์ปิคอัพ,Mitsubishi,ชมพู,#FFB6C1
2026-05-20T06:40:53.879Z,รถยนต์ปิคอัพ,Mazda,เขียว,#008000
2026-05-20T06:41:53.879Z,รถจักรยานยนต์,Toyota,เทาฟ้า,#708090
2026-05-20T06:42:53.879Z,รถยนต์ปิคอัพ,Nissan,แดงเลือดหมู,#800000
2026-05-20T06:43:53.879Z,รถยนต์นั่งบุคคล,Mitsubishi,บรอนซ์เงิน,#A9A39A
2026-05-20T06:44:53.879Z,รถยนต์ปิคอัพ,Nissan,บรอนซ์ทอง,#AF8E3F
2026-05-20T06:45:53.879Z,รถยนต์ปิคอัพ,Isuzu,ชมพู,#FFB6C1
2026-05-20T06:46:53.879Z,รถยนต์ปิคอัพ,Mitsubishi,ส้ม,#FF8C00
2026-05-20T06:47:53.879Z,รถยนต์นั่งบุคคล,Mitsubishi,ดำ,#000000
2026-05-20T06:48:53.879Z,รถตู้,Isuzu,ฟ้า-ขาว,#87CEEB
2026-05-20T06:49:53.879Z,รถยนต์นั่งบุคคล,Honda,เทาเข้ม,#36454F
2026-05-20T06:50:53.879Z,รถตู้,Mitsubishi,ขาว,#FFFFFF
2026-05-20T06:51:53.879Z,รถยนต์นั่งบุคคล,Toyota,ฟ้า-ขาว,#87CEEB
2026-05-20T06:52:53.879Z,รถยนต์นั่งบุคคล,Honda,เขียวขี้ม้า,#6B8E23
2026-05-20T06:53:53.879Z,รถตู้,Nissan,ฟ้า,#87CEEB
2026-05-20T06:54:53.879Z,รถจักรยานยนต์,Nissan,บรอนซ์,#8C7853
2026-05-20T06:55:53.879Z,รถยนต์ปิคอัพ,Honda,เขียวขี้ม้า,#6B8E23
2026-05-20T06:56:53.879Z,รถยนต์ปิคอัพ,Nissan,บรอนซ์ทอง,#AF8E3F
2026-05-20T06:57:53.879Z,รถยนต์ปิคอัพ,Honda,บรอนซ์เงิน,#A9A39A
2026-05-20T06:58:53.879Z,รถจักรยานยนต์,Honda,แดง,#DC143C
2026-05-20T06:59:53.879Z,รถยนต์ปิคอัพ,Toyota,เทา,#808080
2026-05-20T07:00:53.879Z,รถตู้,Mitsubishi,เหลือง-เขียว,#FFE600
2026-05-20T07:01:53.879Z,รถยนต์ปิคอัพ,Nissan,เทาฟ้า,#708090
2026-05-20T07:02:53.879Z,รถตู้,Honda,น้ำเงิน,#000080
2026-05-20T07:03:53.879Z,รถจักรยานยนต์,Nissan,ส้ม,#FF8C00
2026-05-20T07:04:53.879Z,รถจักรยานยนต์,Mitsubishi,น้ำเงิน,#000080
2026-05-20T07:05:53.879Z,รถบรรทุก,Mitsubishi,น้ำเงิน,#000080
2026-05-20T07:06:53.879Z,รถจักรยานยนต์,Mitsubishi,เขียวเมทัลลิค,#4A7C6F
2026-05-20T07:07:53.879Z,รถจักรยานยนต์,Nissan,ฟ้า-ขาว,#87CEEB
2026-05-20T07:08:53.879Z,รถจักรยานยนต์,Toyota,บรอนซ์,#8C7853
2026-05-20T07:09:53.879Z,รถจักรยานยนต์,Isuzu,ส้ม,#FF8C00
2026-05-20T07:10:53.879Z,รถยนต์ปิคอัพ,Mazda,เทาเข้ม,#36454F
2026-05-20T07:11:53.879Z,รถยนต์นั่งบุคคล,Nissan,เหลือง-เขียว,#FFE600
2026-05-20T07:12:53.879Z,รถตู้,Mazda,เขียวเข้ม,#006400
2026-05-20T07:13:53.879Z,รถยนต์ปิคอัพ,Nissan,เงิน,#C0C0C0
2026-05-20T07:14:53.879Z,รถจักรยานยนต์,Isuzu,ทอง,#D4AF37
2026-05-20T07:15:53.879Z,รถตู้,Toyota,ขาว,#FFFFFF
2026-05-20T07:16:53.879Z,รถจักรยานยนต์,Isuzu,เหลือง,#FFE600
2026-05-20T07:17:53.879Z,รถยนต์ปิคอัพ,Mazda,แดง,#DC143C
2026-05-20T07:18:53.879Z,รถยนต์นั่งบุคคล,Nissan,เขียวเข้ม,#006400
2026-05-20T07:19:53.879Z,รถบรรทุก,Nissan,ฟ้า,#87CEEB
2026-05-20T07:20:53.879Z,รถจักรยานยนต์,Honda,เทาฟ้า,#708090
2026-05-20T07:21:53.879Z,รถบรรทุก,Mazda,บรอนซ์ทอง,#AF8E3F
2026-05-20T07:22:53.879Z,รถตู้,Nissan,บรอนซ์เทา,#82786C
2026-05-20T07:23:53.879Z,รถตู้,Isuzu,เทาเข้ม,#36454F
2026-05-20T07:24:53.879Z,รถยนต์นั่งบุคคล,Isuzu,แดง-ขาว,#DC143C
2026-05-20T07:25:53.879Z,รถยนต์ปิคอัพ,Mazda,ฟ้า,#87CEEB
2026-05-20T07:26:53.879Z,รถบรรทุก,Mazda,เหลือง,#FFE600
2026-05-20T07:27:53.879Z,รถยนต์ปิคอัพ,Honda,บรอนซ์ทอง,#AF8E3F
